,Latent,Distance,Value,KS
603,PCA 100D,Intra-Type,7406.322440628257,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
604,PCA 100D,Intra-Type,7548.982273755353,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
880,PCA 100D,Inter-Type,8066.471922417025,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
881,PCA 100D,Inter-Type,7941.549402641639,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
882,PCA 100D,Inter-Type,7549.368680121592,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
883,PCA 100D,Inter-Type,7414.948817180742,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
884,PCA 100D,Inter-Type,7515.722830490907,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
885,PCA 100D,Inter-Type,7415.275776245033,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
886,PCA 100D,Inter-Type,7817.101087273256,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
887,PCA 100D,Inter-Type,7545.118221297002,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
888,PCA 100D,Inter-Type,7583.754423275837,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
889,PCA 100D,Inter-Type,8393.278299454652,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
890,PCA 100D,Inter-Type,8211.22671471915,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
891,PCA 100D,Inter-Type,8098.830463272854,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
892,PCA 100D,Inter-Type,8141.777068005273,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
893,PCA 100D,Inter-Type,8092.516865851396,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
894,PCA 100D,Inter-Type,8376.632932576176,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
895,PCA 100D,Inter-Type,8096.951418574991,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
896,PCA 100D,Inter-Type,8198.100150885704,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
897,PCA 100D,Inter-Type,8030.453672605459,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
898,PCA 100D,Inter-Type,7943.209632047643,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
899,PCA 100D,Inter-Type,7996.19610426139,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
900,PCA 100D,Inter-Type,7917.752038013697,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
901,PCA 100D,Inter-Type,8114.518582240775,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
902,PCA 100D,Inter-Type,7941.459887951552,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
903,PCA 100D,Inter-Type,8037.142622349095,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
904,PCA 100D,Inter-Type,7461.926430381268,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
905,PCA 100D,Inter-Type,7672.409581581304,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
906,PCA 100D,Inter-Type,7553.510996190963,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
907,PCA 100D,Inter-Type,7927.229808450673,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
908,PCA 100D,Inter-Type,7675.233558623595,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
909,PCA 100D,Inter-Type,7690.420463890481,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
910,PCA 100D,Inter-Type,7536.928853339929,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
911,PCA 100D,Inter-Type,7402.667104941631,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
912,PCA 100D,Inter-Type,7827.346517557326,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
913,PCA 100D,Inter-Type,7536.022862587355,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
914,PCA 100D,Inter-Type,7583.937573952284,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
915,PCA 100D,Inter-Type,7527.42262060801,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
916,PCA 100D,Inter-Type,7857.4468163989895,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
917,PCA 100D,Inter-Type,7623.942745165126,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
918,PCA 100D,Inter-Type,7680.842925177634,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
919,PCA 100D,Inter-Type,7790.087509856658,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
920,PCA 100D,Inter-Type,7504.786676232351,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
921,PCA 100D,Inter-Type,7584.575509296817,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
922,PCA 100D,Inter-Type,7848.427583523506,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
923,PCA 100D,Inter-Type,7915.762690750323,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
924,PCA 100D,Inter-Type,7701.150978018511,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
925,PCA 100D,Intra-Type,7323.608686573964,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
926,PCA 100D,Intra-Type,8267.114724556199,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
927,PCA 100D,Intra-Type,7992.753531417596,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
928,PCA 100D,Intra-Type,7508.396072974711,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
929,PCA 100D,Intra-Type,7235.013570759272,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
930,PCA 100D,Intra-Type,7310.141837544932,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
931,PCA 100D,Intra-Type,7258.488737417375,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
932,PCA 100D,Intra-Type,7852.027082840441,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
933,PCA 100D,Intra-Type,7409.505447751682,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
934,PCA 100D,Intra-Type,7546.295798197634,"KstestResult(statistic=0.4888888888888889, pvalue=7.3767772122565385e-06, statistic_location=7508.396072974711, statistic_sign=-1)"
330,PCA 100D UMAP,Inter-Type,7756.027355074845,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
331,PCA 100D UMAP,Inter-Type,7756.05648760609,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
332,PCA 100D UMAP,Inter-Type,7772.4460359334735,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
333,PCA 100D UMAP,Inter-Type,7769.999944197327,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
334,PCA 100D UMAP,Inter-Type,7754.5711703410625,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
335,PCA 100D UMAP,Inter-Type,7769.8559574087785,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
336,PCA 100D UMAP,Inter-Type,7755.637193445476,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
337,PCA 100D UMAP,Inter-Type,7769.277532885319,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
338,PCA 100D UMAP,Inter-Type,7762.144879776612,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
339,PCA 100D UMAP,Inter-Type,7756.3227096456,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
340,PCA 100D UMAP,Inter-Type,7769.424499176339,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
341,PCA 100D UMAP,Inter-Type,7767.262961476467,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
342,PCA 100D UMAP,Inter-Type,7755.2047861310475,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
343,PCA 100D UMAP,Inter-Type,7769.947579580123,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
344,PCA 100D UMAP,Inter-Type,7756.010136190748,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
345,PCA 100D UMAP,Inter-Type,7772.2229103687205,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
346,PCA 100D UMAP,Inter-Type,7763.4368975417565,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
347,PCA 100D UMAP,Inter-Type,7769.188569278325,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
348,PCA 100D UMAP,Inter-Type,7767.005669553816,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
349,PCA 100D UMAP,Inter-Type,7754.739615983851,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
350,PCA 100D UMAP,Inter-Type,7768.593095600292,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
351,PCA 100D UMAP,Inter-Type,7755.337459146282,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
352,PCA 100D UMAP,Inter-Type,7772.401434640491,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
353,PCA 100D UMAP,Inter-Type,7763.885107672827,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
354,PCA 100D UMAP,Inter-Type,7756.091646675914,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
355,PCA 100D UMAP,Inter-Type,7770.628267548155,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
356,PCA 100D UMAP,Inter-Type,7779.708737235238,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
357,PCA 100D UMAP,Inter-Type,7769.5579716326565,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
358,PCA 100D UMAP,Inter-Type,7788.193142673862,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
359,PCA 100D UMAP,Inter-Type,7768.421323435789,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
360,PCA 100D UMAP,Inter-Type,7768.182175812009,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
361,PCA 100D UMAP,Inter-Type,7776.367106830415,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
362,PCA 100D UMAP,Inter-Type,7767.11187989651,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
363,PCA 100D UMAP,Inter-Type,7785.731686588345,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
364,PCA 100D UMAP,Inter-Type,7765.975231699643,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
365,PCA 100D UMAP,Inter-Type,7769.049214977534,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
366,PCA 100D UMAP,Inter-Type,7753.820648938705,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
367,PCA 100D UMAP,Inter-Type,7771.010753903877,"KstestResult(statistic=0.7481481481481481, pvalue=3.522582881484387e-14, statistic_location=7754.746071007896, statistic_sign=-1)"
